,flex1,flex2,flex3,flex4,flex5
sum,1014228.0,1012182.0,1103692.0,1177087.0,1127854.0
mean,770.1047835990888,768.5512528473804,838.034927866363,893.7638572513288,856.3811693242217
var,8.595395032922294,17.267317958056093,24.415192490993398,17.0741334385739,25.922988601246733
std,2.931790414221708,4.155396245613177,4.941173189738789,4.132085845983103,5.091462324445378
median,770.0,769.0,838.0,894.0,856.0
min,762.0,757.0,825.0,882.0,841.0
max,778.0,781.0,852.0,906.0,873.0
q1,768.0,766.0,835.0,891.0,853.0
q3,772.0,771.0,841.0,897.0,860.0
